content,label
your answer was not so clear.,5
"s2, i could not catch up with you.",5
what's the funniest joke you know,6
what clothing shops are close to my current location,17
i am sorry but this was not the right command.,7
can you explain me further on what you just said.,5
what is happening now,16
does pf changs do takeout,22
"that was useful,.",8
i want to finish listening to the book one thousand nine hundred and eighty four from where i left off,11
when does olive garden close today,17
play the bob and tom show,15
"dammit, that's not what i meant.",7
would you check and confirm detail please.,3
what you said now was not clear.,5
play me a radio channel for trance music,15
anything would be okay with me.,4
where is the closest restaurant,17
time to workout,13
i will talk to you later on.,2
yeap you get your understanding exactly.,1
yeah correct response to the command.,1
play game,12
i want to listen to electric slide,13
play what live,13
post a facebook status update,19
yeap that was wonderful.,1
please can you confirm details.,3
please try what you've just said again.,10
tell me chinese restaurants in the area,17
training day,18
my facebook update in every three hour should be available,20
movies with good rotten tomato ratings,18
show local events,16
"uhh no, i did not say this.",7
confirm a movie ticket at glory theater,18
did you get what just said correctly?,3
find the best rock station near my location and turn it on,15
cook me some oats,0
play the god of small things,11
"s2, i could not get that.",5
tweet my complaint and mention this costumer service,19
write a complaint to best buy,19
when is my takeaway arriving,22
please once again rephrase me about what you have said.,5
grubhub order,21
say some jokes,6
tell me movies playing in oceanside tonight,18
which restaurant is there in shivaji nagar,17
ah it's amazing.,8
could you please play the fm station which plays pop songs,15
play podcast a,14
i'd love to hear any song that i've given five stars by serge gainsbourg,13
would you tell me one more again please.,10
can you recommend any pub in mg road,17
tell me what happens when we die,9
tune into my selected station,15
is there any grocery nearby,17
check that.,3
i did not ask for that.,7
olly i want you stop.,2
it was not the correct response.,7
yes great response to the command.,1
recipes that can be cooked in an hour,0
"i would not bother, olly.",4
what ingredient can be used instead of saffron,0
play party songs,13
tell me one more time again please.,10
check for all the movie theater prices and availability for a newly released movie in my location,18
can you please check what i last said.,3
what can i do in charlotte,16
"great job, you have done well.",8
how many people are following me on twitter now,20
"that's enough, just stop it.",2
yeah perfect response to command.,1
i would like to make a post on times twitter,19
wouldn't really bother.,4
i would like to hear what said again.,10
tweet bad day at starbucks,19
olly will you please shut off.,2
will you say what you have just said once more please.,10
search for any upcoming book fairs during next week in washington dc,16
check the command.,3
olly could you shut off.,2
find me the local npr station,15
search for new jokes,6
will you explain me about the last sentence further please.,5
search for the best spagetti recipe,0
any one would be good to me.,4
what is the status on my takeout,22
olly please can you cancel.,2
play me an upbeat song through your speakers,13
food order from grubhub,21
i want to listen to the radio,15
"this does not matter to me, olly.",4
can you play monopoly with me,12
check and confirm the detail please.,3
play the urban radio station,15
open radia,15
what is that one more time.,10
contact pizza hut and order a large pizza with ham and mushrooms,21
tell me the recipe for mashed potatoes,0
resume joes book from where i left off last time,11
yeap exact response to command.,1
get me some radio music from kamp fm,15
give me all ice cream shops within two miles,17
is there any event around,16
tell me that once again.,10
is there a groomer in town for cats only,9
how many minutes do i need to wait to pick up my food from china on the go,22
could you check what just said.,3
play random music,13
show me the posts of my friends in the last hour,20
whatever will be okay for me.,4
play recently added audiobook,11
"no, it is not what i wanted.",7
start audio playback of twilight again,11
what kind of free activities can i do locally this week,16
please continue playing odd thomas by dean koontz,11
it doesn't matter for me.,4
"that's amazing work, i appreciate it.",8
bring up facebook and wish a happy birthday to the country usa,19
that is excellent.,1
it's amazing.,1
please check last thing said.,3
didn't understand what you said now.,5
would you do it again please.,10
that wasn't right.,7
hey olly inform me about latest picture updated by priya chopra on instagram,20
could you shut down.,2
yeah that is perfect.,1
what is the phone number for the nearest location of church's chicken,22
hi olly post my last clicked photo on facebook with title marry christmas,19
i want to order food,21
play jingle bells next,13
tell me once again.,10
i want to hear a joke,6
see you,9
play podcast for the philadelphia eagles content,14
will you do it again please.,10
would you clarify me on your answer further please.,5
play npr through my living room stereo,15
play audio,11
i'd like to hear what i have just said again.,10
play random radio station,15
i want to hear the latest podcast episode of s town,14
find me the cheapest copy of the four hour body,9
hey play my favourite podcast from list,14
tweet to the customer service account of starbucks,19
"that's cool,, olly.",8
olly can you cancel please.,2
what movies is out there in the local cinema,18
send a tweet to kroger about spoiled milk,19
is there anything happening nearby,16
instructions to make a meal,0
play all third day,13
open solitaire play with me,12
does peking garden deliver,22
fantastic response to command.,1
play this podcast,14
what movies are showing in cinema today,18
play audiobook of jacob,11
please order my favorite dish from my favorite restaurant,21
please play for me elvis presley song again,13
that does not matter for me.,4
order two large pizzas and pieces of hot wings from dominoes,21
place a takeaway order for a cheeseburger and fries from burger king,21
order a smoked meat platter from beanos,21
i want to listen to a joke,6
i'd like you check my last question please.,3
i like you stop.,2
could you please check the detail.,3
i want to hear tum hi ho next,13
please tell me a shop where i can find books to buy,17
please tell me that one more again.,10
tweet complaint to american eagle customer service,19
call pf chang's to order me egg foo young,21
i could not understand this.,5
how to make chicken tikka,0
cheer me up,6
what is happening to my order,22
could you suggest some fun in new york,16
play chopin,13
recommend a movie for me,18
ah it's great work.,8
Lets play tic tac toe,12
i need help making pancakes,0
are there any new snaps on snapchat,20
"wait, you did not interpret command right.",7
what trending on twitter,20
play this audiobook for me,11
open gallery post video name,19
i want to hear what i've just said again.,10
what is there to do in new york city,16
what is recipe,0
i want you to check and confirm what last said please.,3
fast and the furious,18
have no idea for what to choose.,4
don't mind.,4
"thanks, that's fantastic job, olly.",8
show me all the shops that i can find in milan,17
would you just stop it please.,2
please check episode number thirty nine,14
is the data prefers any problems in objects,9
hey order a pizza pie with extra cheese,21
please give me all shop names in a two mile radius,17
olly would you shut up please.,2
"that doesn't matter for me, olly.",4
tell me the movie with best imdb ratings going on in theatres near me,18
any local activities you can recommend in my area,16
"thank you, olly.",8
how to make fried rice,0
would you cancel it please.,2
yeah strongly agree.,1
bring up a complaint form,19
restaurant order status,22
resume last played audiobook,11
order two pizzas from dominoes,21
give me best cooking ideas,0
please restart the handmaid's tale,11
"that's cool, thank you very much, olly.",8
start angry bird,12
heading to gym please post to facebook,19
"that is enough, stop it.",2
post a facebook status engaged,19
can you give me a recipe for homemade chicken noodle soup,0
play an fm,15
how much does general tsos chicken cost at peking garden,21
where should i go this weekend,16
what's playing at brea plaza five,18
play tic tac toe with me,12
show me upcoming events in this area,16
please tell me it once more.,10
"s2, i was unclear about your answers.",5
what is the highest rated movie now out,18
i would like it to be able to compute answer from search results like wolfram alpha does,9
"doesn't matter with me, olly.",4
can you find me a street fair in the neighborhood,16
what temperature should a baked chicken be,0
show me the recipe of tandoori chicken,0
would you once again clarify me about your response please.,5
could you please again clarify your answer to me.,5
is logan a good movie to watch,18
does mr pizza deliver,22
list events in ny,16
turn on my pandora radio,15
play songs by adele,13
i would like it if my robot could engage in deep conversation with me,9
what new posts are on my page,20
what should i watch today,18
top ten movies,18
what restaurants are open near me,17
yes right response.,1
how do i make meatloaf,0
yes that's correct.,1
please search for beginners guide to cooking,0
can you explain once again.,5
what events are going on in the area,16
will you replay please.,10
cooking recipe,0
"s1, please once again clarify to me.",5
what did you mean by saying this.,5
can you shut up.,2
i want to play a game,12
"you've done that right, olly.",8
play the last next episode,14
would you again rephrase me on your words please.,5
pick up wuthering heights where we left off,11
how would you tackle the following problem brush your teeth,9
would you try that instruction said again please.,10
what are todays top podcasts,14
launch game,12
what is the temperature i am supposed to cook this lasagna at,0
please explain again to me.,5
i want you just stop it.,2
share me a joke,6
play for me the game cricket,12
rj raunak programme play on ninety two point seven fm,15
write a tweet to burger king expressing my disapproval,19
thanks but you have got it incorrect.,7
whatever will be fine.,4
find me the nearest chinese for delivery,21
"it's amazing job, thank you very much, olly.",8
don't mind for whatever.,4
put classic rock on,13
"that doesn't matter to me, olly.",4
you have done it correcly.,1
please could you confirm instruction.,3
start my jazz playlist,13
yeap fantastic response.,1
show me chinese food near me,21
yeah that's great.,1
Please play this game,12
olly will you please shut down.,2
let's play nine ball against me adapt with my skill level always let me win,12
could you check and confirm detail please.,3
would you check the details please.,3
how do i cook a meatloaf,0
i want to hear what i've said again.,10
find joel osteen's broadcast on sirius,15
give me some cafes near downtown fort lauderdale,17
could you harvest the crops in farmvile,12
i have no idea regarding to which to select.,4
who's birthdays are today on facebook,20
i have no idea for which to select.,4
you have done that right appreciated.,8
open chess play against me,12
can you please clarify me more on your answer.,5
tweet kohls about the cleanliness of their store,19
tell me what's going on with facebook,20
jokes,6
confirm last thing said please.,3
"you have done it correctly musch appreciated, olly.",8
"do not really mind for whatever, olly.",4
when do i need to leave to pick up my order,22
latest news feed from facebook,20
couldn't understand what you just said now.,5
yeap fantastic response to command.,1
"does not matter, olly.",4
what are the new movies releasing,18
turn on pdr am,15
tell me how to make garlic bread,0
play me a podcast,14
"i would not really mind, olly.",4
events today,16
check and confirm the instruction please.,3
hips dont lie thats the song i would like you to play for me,13
your birth date,9
tweet a complaint to kohl's customer service,19
explain me further on what you have said please.,5
olly can you just stop.,2
any one will be fine.,4
move on to the next podcast episode,14
what's the famous monty python joke about the bird,6
where is the best mechanic in eagle point,17
play football with me,12
thank you so much for the information.,8
"that is helpful, thanks.",8
i think you didn't understand me.,7
how do i make meal,0
have no idea regarding to which to select.,4
that's wrong.,7
i want to listen jazz,13
funny story,6
that's not the right answer.,7
"have no idea for which to select, olly.",4
play keno,12
keep reading,11
find if takeaway possible in restaurant pizzahouse,22
stop audiobook,11
show me a spaghetti recipe,0
write a tweet of complaint about my tv to samsung,19
whatever would be ok to me.,4
play led zeppelin houses of the holy,13
does mr t have a family,9
turn on radio now,15
recent advice concerning google seo,9
is there anything exciting on twitter today,20
let's start over please.,10
how can you get basalt,9
lets play battleship,12
play biography of jackie kennedy,11
please can you confirm it.,3
play the program where i left off yesterday,11
find easy recipe for almond milk,0
how long until my takeaway,22
next episode,14
"it is useful, thank you so much.",8
sorry but you have messed up the command.,7
yes you've understood that right.,1
stop play,11
play the last song from my most recent playlist,13
show me events nearby,16
tell me some funny joke to laugh,6
i want to hear purple haze,13
lets play tic tac toe,12
show me what i can do with fitness,9
i want to resume where i last left off in my audio book,11
i'd like you check and confirm that please.,3
find my food,22
whats up with my takeaway,22
i'd like you to confirm that please.,3
recipe please,0
thank you very much for listening.,8
tell me about economy and gdp about india versus china,9
what is the best way to cook pasta al dente,0
"it's useful, thank you.",8
check the details please.,3
let's play you'll be the keeper and never change position,12
can you play the next podcast,14
select and play only christian rock from one thousand nine hundred and ninety upwards,13
please pause this audio book now,11
what restaurants around here have good reviews,17
i want to order some chinese food tonight what's delivering to me,21
would you please check it.,3
continue playing my audiobook,11
i will talk to you later.,2
please will you check and confirm what i just said.,3
play the radio station one hundred and one point nine,15
where monet's exhibition takes place,17
order me the fish risotto from the golden fork,21
i'd like to listen to my favorite morning show in the car on the way to work please,15
"it is unimportant for me, olly.",4
send tweet to wallmart,19
yeap you've gotten that correcly.,1
will you check and confirm that please.,3
i was not clear about your answer.,5
could you speak the last utterance said once more.,10
local show,16
open temple run game,12
check question.,3
thanks but i think you do not understand this right.,7
can i get a recipe for tuna,0
"no, you gave me incorrect information.",7
olly will you shut down please.,2
tweet to amazon about late delivery of my tv,19
i want to hear program one on lastfm,15
pull up the menu for the closest mexican restaurant,21
yeah amazing response.,1
tell me again please.,10
i'd like you just stop.,2
please continue reading the hunger games,11
turn on console,12
play the radio station rock one hundred and eight,15
will you confirm that please.,3
please open chess game i would like to play with you,12
i bought pre season baseball tickets,9
play football match for myself now,12
list local ongoing exhibitions,16
please can you check and confirm the details.,3
please could you check question.,3
"awesome work, you did well.",8
locate local pizza shops,17
play for me the music by the beatles,13
start the radio,15
open davinci code audiobook,11
i wouldn't really mind.,4
start radio play,15
"dammit, that's not what i said.",7
do they have takeout,22
what are the best italian restaurants in los angeles,17
"no, i think that's not the right response.",7
when my takeaway order will arrive,22
could you check my last question.,3
how long should i cook a hamburger on each side,0
could you please check and confirm that.,3
play flappy bird,12
do i have any new messages in twitter instagram or facebook,20
would you confirm the detail.,3
can we play twenty questions,12
does panda garden deliver,22
"it doesn't really matter, olly.",4
play the game of thrones audio book from the last chapter i was on,11
please will you reset.,10
play old,15
place a take out order at olive garden,21
resume the playback of a child called it,11
did you get the last thing said correctly?,3
yeah please.,1
"s2, i could not quite catch up with you.",5
how do you make steel,9
give me the most recent stuff you have angelina jolie,9
will you further elaborate me on it please.,5
yes fantastic response.,1
please begin clash of clans,12
would you tell me what i said one more time again.,10
any cultural events in california,16
place an order for a combo platter from china buffet,21
order two cheeseburgers from wings n. ale on university drive,21
i am not so clear about your answers.,5
yes you have understood my instructions perfectly.,1
let's hear ninety two point one,15
we should play nfs at high speed,12
i'd like you to check and confirm last thing said please.,3
you've understood my instructions exactly.,1
resume my audiobook where we paused last,11
"i wouldn't really bother, olly.",4
play for me american idol show,15
what's new in facebook,20
what events are happening in los angeles,16
tell me a joke about birds,6
any free events in la today,16
does peking garden do orders online,22
i need a recipe for spaghetti,0
pause the book,11
i like you confirm last thing said please.,3
please play recently paused audio,11
please see if chili's has delivery,22
hey olly tell me a joke,6
deadpool,18
what did you mean by saying it.,5
do i have any new friend requests,20
i would like to listen to this mornings mike and mike podcast,14
resume pride and prejudice,11
shut up.,2
play music for me,13
nearest walmart location,17
continue audiobook playback,11
start my most recently played podcast,14
your words is not so clear.,5
find grocery store with an organic section near me,17
start the podcast over that i started last night,14
did you change the wallpaper,9
find radio,15
"s2, i don't get your words.",5
annie could you please search the internet and play the videos for cooking italian food,0
show me the previous episode,14
olly can you shut up.,2
order two hamburgers for me,21
you've done it right appreciated.,8
are there any events happening this weekend,16
check and confirm what i said please.,3
tweet to ikea costumer service the following i'm not happy with this new klm product,19
confirm my last command please.,3
show me the recipe for cookies,0
show shops around second street,17
"s2, i can not quite catch that.",5
yeah exact response to the command.,1
this was not what i am searching for.,7
tell me a clean joke,6
hey does that restaurant have takeout,22
restart the audiobook heaven is for real,11
wouldn't mind to choose any one.,4
reshuffle and play music,13
tell me the funniest joke that was ever told,6
play next episode of harry potter by j. k. rowling,11
search for gluten free menus,0
does john's pizza have takeaway,22
"olly that is enough, cancel it.",2
"s2, i am unclear about it.",5
how is my order,22
olly please stop.,2
restaurant delivery update,22
whatever.,4
tell me the recipe for yellow rice,0
open tic tac toe,12
play for me the music by madonna,13
who has responded to my business within the last twenty four hours,20
funny joke,6
let me know when charges hit my credit card,9
"it's good job, i appreciate it.",8
ask peking garden when my food will arrive,22
could you check it.,3
doesn't matter.,4
don't really know.,4
lets go nazi hunting,12
could you say one more time please.,10
open some cools jokes,6
do i need to undertake any particular activity during my stay at the yellowstone national park,16
find apple pie recipe,0
what events are happening this weekend in my area,16
play one thousand and thirty seven fm,15
if you put a velociraptor and a hippo together what would happen,9
ask me an arithmetic question,9
how long should i cook chicken for,0
do not mind for any one.,4
where can i find the nearest irish pub in my area,17
play the radio station,15
further explain.,5
what is that once again.,10
i have no idea for which to choose.,4
can you start fm eight hundred and ninety radio channel,15
how long should i cook a steak to be medium,0
please could you tell me once more.,10
"i would not mind, olly.",4
play next reason podcast,14
"appreciated, that is great job.",8
what is an alternative to flour,0
radio please,15
please would you repeat what you've said.,10
i would like to place a call to amazon customer service,19
tell me what i said one more time again please.,10
what movie are playing near me,18
it's perfect.,1
please tweet about the problem i m facing with the product of company,19
i need all the local events for this area that are being held this weekend,16
tell me that one more time again.,10
is there anything important happening on social media,20
can you make dinner for me,9
i like you check it please.,3
where should i go for dinner in san francisco tonight,16
i would like to listen to howard stern on ninety seven point nine fm,15
"oops, you did not get me.",7
olly i said call jack not jake.,7
please check and confirm the command.,3
please play the local latin music channel on the radio,15
i want a nerd joke,6
play green day,13
is there takeaway at papa john's,22
listening song of arijit singh post it on my facebook account,19
i like you check and confirm last thing i said please.,3
confirm detail please.,3
open my amazon music app and play my playlist,13
how about some pizza tonight can you please order a pepperoni large,21
please play some songs for kids,15
olly please will you shut up.,2
go back to the last episode in this podcast,14
any farm markets around with local products,17
once again explain it to me.,5
what is going on in south tampa today,16
what was that one more time.,10
anything will be okay with me.,4
fantastic response.,1
play wuthering heights from where i left off,11
please continue with the next podcast episode,14
please write up a compliant,19
any one is good to me.,4
order a pizza,21
please retweet this post on twitter,19
open twitter type my complaint and post to @consumer service,19
how many calories are in a one divided by of peanuts,0
yes agree.,1
what do you mean.,5
olly please just cancel.,2
"don't bother, olly.",4
celebrities,9
olly could you stop.,2
please rephrase me more on what you said now.,5
"s1, again elaborate me on what you have just said please.",5
may i know what is trending in social media,20
journal entry for today,9
how to make sausage,0
let's play a game of truth or dare,12
please start the next podcast episode,14
open songs by prince,13
how do i make mashed potatoes,0
what is a good movie to see right now,18
can i get an order delivered from romero's,22
can you tell me what movies are playing at the movies tonight,18
"have no idea regarding to which to select, olly.",4
could you tell me funny things,6
"you are helpful, musch appreciated.",8
did anyone get engaged or give birth among my online friends,20
play music from where you left off,13
what are trending topics on twitter right now,20
olly please just stop.,2
can you find animal crossing,12
let's play our favourite football match on tv,12
info of the upcoming events,16
"this is unimportant with me, olly.",4
where are italian restaurants in me area,17
turn on the tunes,13
please tell me a joke that i'll think is funny,6
read me some more deadly death killers,11
start playing fm ninety six point five when it is one pm,15
i need you to start fm eight hundred and ninety radio channel,15
complain about walmart service,19
"that's enough, just cancel.",2
i like you to confirm question please.,3
Song next please,13
"hmm, you gave me not correct information.",7
show me events in sacramento,16
what was the last thing my mom said,20
why people like movies,9
please open and play chess with me,12
could you please check and confirm my last command.,3
what is the cooking time for boiled eggs,0
how many likes does my status from yesterday have,20
what notifications do i have in social media,20
the command was wrong.,7
play sam harris please,15
"olly that is enough, stop it.",2
"hmm, i think incorrect answer.",7
check what just said please.,3
can you play my favorite audio book of tarzan,11
give the list of theaters in the vicinity,17
does restaurant have takeaway,22
please play a podcast,14
yeap the command was exact.,1
hi there do you offer home delivery for orders,22
order pizza from domino's,21
please list shops within one miles from me,17
i want to see the next podcast available,14
can you play file,11
hey does open sesame do take out,22
"wouldn't really know, olly.",4
i want to order some takeout food,21
may i know what is trending in twitter,20
i did not say it.,7
tune to pandora,15
rewind the episode of podcast,14
great response to command.,1
i am sorry but this was not the correct command.,7
"that is of no importance for me, olly.",4
play the college baseball game,15
would you like to play a game,12
let me hear a joke,6
"i have no idea, olly.",4
"it is great one, thank you.",8
i want to play a trivia game,12
"thank you for doing it, olly.",8
would you please check question.,3
i would like to listen to my audiobook,11
make an order for noodles one pack make it as takeaway order,21
what are the offers in uber eats,21
that doesn't really matter to me.,4
i could not quite catch up with you.,5
tell me what's happening on instagram,20
"uhh no, you didn't interpret the request right.",7
find a joke in your vault and tell me,6
tweet starbucks and say that the customer service is awful,19
complain to philips,19
would you confirm last thing i said please.,3
you understood the answer right.,1
can i tell you about my day,9
tune in some radio,15
continue from where we left off in divergent,11
i like you check question please.,3
yeap you have got my instructions perfectly.,1
go to the next episode in this podcast,14
please check my facebook account,20
can you lie,9
play the scarlet letter,11
find me the recipe for a cake,0
play this game with me,12
what do they have going on for festivals downtown,16
"that's all, cancel it.",2
play little women,11
anything is good to me.,4
read that back,11
can you find the the preacher joe show on gospel radio,15
i want to find some chinese food what is near me,17
show me thai food near me,17
would you replay please.,10
hi what kind of pictures you uploaded in pinterest,20
yeah great response to command.,1
resume the playback of zanes se chronicles,11
what is the best movie to watch this weekend,18
can you please clarify me more on your answers.,5
i am really craving for chinese food right now please let me order take out,21
activate the radio please,15
anything is fine.,4
olly could you shut down.,2
can you put on the next i heart music radio show,15
please explain space,9
resume audio,11
"you are awesome,.",8
what is a good way to make steak,0
i'd like you check what i last said please.,3
"hmm, it is not what i wanted.",7
are there any cooking classes nearby my area,0
change my status to chillin,19
play subway surfers with me,12
tweet @phohouse your server was rude #badpho,19
play audiobook snow white,11
what's worth watching,18
would you elaborate your words once again to me please.,5
lets play chess together,12
put an order in for two pizzas from dominoes,21
"awesome work, you've done well.",8
i want to listen some music play a radio station,15
"that's great one, thanks.",8
games,12
can you pull up the dave ramsey podcast that aired on monday,14
play power one oh two point three,15
"any one would be okay with me, olly.",4
what are the latest photos on my instagram account,20
noodles one pack make it as takeaway,21
where is my food,22
look to see if luigi's has takeaway,22
good response to command.,1
i think you don't get answer right.,7
show todays events in new york,16
"you did awesome work, thank you so much.",8
go to next episode,14
play most recent podcast upload,14
i need a naughty joke not to naughty though,6
would you please once again rephrase me on your answers.,5
thanks for your answers.,8
wouldn't mind for anything.,4
i don't really mind to choose any one.,4
tweet on the bad service,19
what's the most popular curry place in town,17
lets play poker,12
please play the radio,15
"nope, you are incorrect.",7
play me some podcasts about getting rich quick,14
yeap get that right.,1
please check if paradise does takeaway,22
will you please rephrase me further on that.,5
thank you very much for reminding me of that.,8
don't really bother.,4
yeap good.,1
resume playback,11
olly can you shut down.,2
do they deliver,22
would you elaborate again to me please.,5
could you please help me in listening to the radio,15
you've done it correctly thank you.,8
recommend pub in eighth and monte diablo,17
press play on the radio,15
yeap strongly agreed.,1
tell me your answer,9
would you tell me that once again.,10
send tweet to united airlines i'm angry you lost my bags,19
i want to order chinese takeout,21
play next episode on podcast,14
fantastic response to the command.,1
play the breakfast club,15
please will you clarify me more on it.,5
please explain the rice recipe,0
how do i prepare all my food for cooking,0
i want to hear this week's midweek motorsport,15
how can i cook pasta,0
i don't understand what you have said.,5
i want to order some food,21
thanks but it is not correct command.,7
please put in an order from red thai fpr this evening,21
"it does not matter to me, olly.",4
can you check and confirm the question please.,3
list of the nearby restaurant,17
i think you've done this all in wrong manner.,7
when did i place my order and what was the projected time it would take,22
search for the correct game,12
go back to previous episode of podcast,14
i want to know the best super market in this local area,17
please check on the rock concerts scheduled this weekend,16
order a large pan pizza with ham and mushrooms from pizza hut,21
how many likes does my last instagram photo have,20
start a game and play with me,12
what shops are round here,17
did anybody post on facebook today,20
tell me about the events going on around my location,16
i want to cook pasta in american style show me how,0
i would like it if my robot could make money for me,9
today i couldn't find my phone,9
i do not mind for whatever.,4
where is an olive garden that does takeaway,22
What event do you suggest for me tonight,16
tweet consumer complaint,19
can you play acoustic music with no commercials,15
can you please check and confirm the detail.,3
where is the closest bar,17
i want to listen to classical music,13
could you once again rephrase me about your answers.,5
show me theatre where pirates of caribbean is playing,18
what is the best movie to watch with a glass of wine,18
order the best priced general tofu in nyack,21
whats with my dinner order,22
does charley's steakhouse deliver,22
how to cook yellow rice,0
can you find the dave ramsey podcast that aired earlier today,14
"s1, please again elaborate me about your answer.",5
is there anything to do tonight,16
can you please download my podcast file available in internet and play it once,14
can you recommend some movies to watch in theater near me,18
what are the local concerts tonight,16
you've understood command perfectly.,1
give me instructions on how to cook chicken,0
"it's great one, thank you very much.",8
yeap you've got command correcly.,1
domino's delivery status,22
when is the yearly cultural event coming up,16
what's happening on social media right now,20
tell me how to cook meatballs,0
tell me the best recipes for a given dish,0
i do not really mind for anything.,4
start playing my most recent podcast,14
what is the biggest blockbuster this week,18
can you order me a pizza today from dominos,21
start my playlist on i heart radio,15
order general t'so eggroll to go,21
please open my fm radio and play nine hundred and eighty seven,15
initiate celine dion music,13
can you try the last one spoken once again.,10
what is a good iranian film from two thousand and sixteen,18
one more time again.,10
yes you have gotten it exactly.,1
would you explain further on it to me please.,5
coordinate all pop song genres,13
tweet my complaint on targets customer service,19
resume audiobook please,11
tweet long wait time and unprofessional employees,19
could you please shut down.,2
"that's amazing, thanks, olly.",8
"that's all, just stop.",2
do not really bother.,4
"well done, musch appreciated.",8
play my first favorite song on loop,13
where can i order takeout,22
you've done that correctly thanks.,8
play the next episode of the BBC tech podcast,14
yeah that's confirmed.,1
perfect response to command.,1
does peking garden take orders over the phone,22
latest tweets,20
"fantastic job, you've done well, olly.",8
tweet customer service not good for lpg service in my twitter account,19
play my rap playlist,13
give me some recipes for sheperds pie,0
i'd like to hear the last things spoke again.,10
yeah you've got that perfectly.,1
play happy playlist next,13
go back to animal farm,11
what friends were in popular places the last day,20
find and order handi paneer in pavitra,21
let me hear some music,13
please check and confirm detail.,3
play the next episode of this series,14
thanks but i think this was not the correct command.,7
show me concerts in sacramento,16
does that restaurant allow call in orders,22
play the bjork album i've heard the least,13
"i do not really care, olly.",4
i would like to hear your last the procedure said again.,10
please play the song joy to the world,13
is trump tweeting today,20
open twitter and add complaint on doctor patel's feed,19
replay please.,10
"olly that is enough, just stop it.",2
play the veldt by,13
i do not really mind for whatever.,4
where a good restaurant,17
"shit, it isn't what i was searching for.",7
play me all jazz music,13
open pandora and play top hits,15
learn to cut potatoes correctly,0
please choose a game that you can play with me,12
send a tweet to tmobile for rude employees,19
why does tom izzo look like a whiny bitch when his team plays,9
order one pizza from pizza hut,21
open podcast player,14
jump to next podcast,14
say it once again please.,10
what asian restaurants nearby offer to go food,22
what is the best recipe for tacos,0
where to buy cannon cameras,17
where can i got to grab some drinks in west chester,17
you have got that exactly.,1
how do you make cookies,0
may i know what is trending in facebook,20
can you please confirm what said.,3
thanks but i think you did not get the answer correctly.,7
"i wouldn't really care, olly.",4
i took my truck to the shop,9
what rihanna is doing,9
can you find a nice restaurant downtown,17
show me the top rated podcasts,14
i think that's not correct answer.,7
can you order me some buffalo chicken pizza,21
go to beginning of previous episode,14
can you tell me how to cook chocolate chip cookies,0
open the radio app,15
give a hand to this game,12
events upcoming,16
is there anything new on snapchat,20
will you please check and confirm it.,3
yes the command was confirmed.,1
explain quantum physics to me in language i understand,9
open grubhub,21
"olly that is enough, just cancel it.",2
can you please clarify once again.,5
please play trivial pursuit with me,12
"that is cool, musch appreciated.",8
let us do it again.,10
will you please shut down.,2
it is unimportant to me.,4
which is the best place to visit in this month,17
badminton,16
let's try what you said one more time again please.,10
please can you tell me that word said once again.,10
do you know any good jokes,6
wouldn't really care.,4
are you aware this joke,6
"that's perfect, musch appreciated.",8
compare prices of dairy items in local shops,9
can you please check and confirm what just said.,3
please tell me it one more again.,10
play any pop fm channel,15
what is playing at the local theater right now,16
go to radio,15
please start over.,10
is there anything happening in town this weekend,16
why do some people still think the earth is flat,9
could you tell me it once again please.,10
find funny jokes,6
can i get delivery from this restaurant,22
events in city,16
find me a joke related to baseball,6
"that's all, just cancel it.",2
i need to keep two toddlers busy tell me what to do,9
today some things happened,9
start the audiobook file for where i left off in a tale of two cities,11
tweet real donald trump that angela merkel will not shake his hand anymore,19
i really enjoyed sunny day today,9
play for me the game star wars,12
i think you did a task all wrong.,7
play the radio band with sports commentary,15
name a rom com movie playing in and around new york theatres,18
doesn't matter with me.,4
what are some local events,16
i'm sorry.,10
is there any events are in the local area,16
switch on radio mango,15
i like you confirm details please.,3
announce a comment in facebook,19
"this does not matter, olly.",4
"s2, i didn't catch up with you.",5
please cancel.,2
hey i'd like you to order burger,21
i wouldn't bother.,4
i was not so clear about your answers.,5
resume the audiobook i listened to last,11
what pubs are close,17
where can i get something to eat by the art museum,17
please try your last sentence you said once again.,10
do i need my tire pressure checked,9
i need to find a funny joke that is ok for kids,6
play all the programs pertaining to rock songs on the radio,15
cheering me up,9
play the next episode of adele's podcast,14
order chinese from china spring wonton soup and a small beef and broccoli,21
skip this one,14
what is your mother language,9
what movie should i go see,18
put poker face by lady gaga next in the play queue,13
please could you try what you've said once more.,10
order pizza for delivery,21
check and confirm the details please.,3
angry bird,12
i did not quite catch that.,5
tell comcast their customer service is slow,19
give me the name of all the shops in my area,17
i'd like to hear the last utterance spoken again.,10
search for podcasts that cover men's issues,14
order one burger,21
list events nearby new york,16
how do i deglaze a pan,0
please confirm last thing said.,3
recipe for crabmeat,0
what ingredients do i need for tomato soup,0
open up angry birds,12
does not matter for me.,4
are there any events coming up,16
which is the nearest restaurants available,17
would you check what i said.,3
theaters near to me,18
"that's good one, thank you very much, olly.",8
where is the nearest restaurant here,17
lets play pinball,12
olly that is all.,2
play real racing three game,12
play the newest morning show podcast,14
get me latest updates from facebook,20
can i get the food to go,22
"awesome job, you did well.",8
tell me which catering packages are available,22
what's happening here,16
"s2, i was not clear about it.",5
where is the nearest italian restaurant,17
"don't really bother, olly.",4
play my game,12
yes wonderful response.,1
