content,label
what are the ways i can transfer my 401k,34
tell me once more,43
i want to know the name that was given by the person who made you,6
can you flip a coin once,10
i really don't know,20
how do i locate the due date for my bug bill,8
do you know the calorie content of a strip of bacon,45
what mpg does this car get on the expressway,37
tell me something funny about cats,29
target declined my card and i don't know why,13
can you find my phone,49
what benefits does my insurance have,2
is there traffic on bramble lane,14
read my list of reminders to me,15
do i have the ability to rollover my 401k,34
my visa has been damaged,46
what is the date of today,22
i want to see my recent transaction,39
show me the transaction on mcdonald,39
would you know where to find my phone,49
"i was trying to get food at publix, why was my card declined",13
what benefits are provided by my insurance,2
does my chase card have international transaction fees,38
what's traffic usually like around 5pm going to the bank,14
how are the reviews for the supreme pizza at papa john's,25
i wanna know my bank of america routing number,32
can i get a timer set,47
is there traffic on my work route,14
would you say you are working for me,26
are the chili's reviews any good,25
how do i replace a damaged card,46
what is the gas mileage for the car that i drive,37
if you had to say who you worked for who would it be,26
when was the last date that i was paid,9
can you tell me how many points i have to date with my capital one miles card,23
are there travel alerts for the us,17
please fill me in on the nutrition facts for shrimp scampi,24
what do i call you,6
show me the transaction on macys,39
what travel alerts are in effect for the us,17
how long has it been since i was paid,9
how many points have i already accrued on my chase mastercard,23
i want to know how nutritious an avocado typically is,24
i sent in a request for vacation time off and am wondering if its been approved yet,11
set a timer for fifteen seconds,47
certainly not,5
in what month will my card reach expiration,1
"which health plan do i have, again",2
have i earned a lot of points on my capital one card,23
please tell me my bank balance,21
what name do you prefer,6
"my phone was too close to my card and demagnetized it, how can i report this",46
i need ideas for things to do in nashville,44
tell my bank that i'm going to france,3
i want to hear something hilarious,29
do i need a vaccination to go to greece,7
can you please do a simulated coin flip for me ai,10
yes sir,42
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,4
what's the name of my health insurance plan,2
can i use margarine instead of butter,40
can you set a 30 second timer,47
i didn't hear you can you repeat that,43
what is my routing number,32
what kinds of things are you supposed to remind me of,15
is my vacation approved yet,11
i want to see all transactions in the past month for all accounts,39
are you my insubordinate,26
are my tires fully inflated,36
when my credit card is going to expire,1
"i missed that, say it again",43
has my request for the day off been approved yet,11
how are the burgers at carl jr's,25
show me transactions related to travel,39
i would have to say yes as my answer,42
tell me how to apply for a credit card,30
has the ice made traffic messy on the way to walmart,14
how is the car's tire pressure,36
are there any travel alerts for mountain view,17
later gater,0
where do i find the interest rate for my platinum account,19
i need know know the reward balance for my visa,23
would you consider someone else your boss,26
what number do you get when you roll one six sided die,31
are there any good hotels in salem,48
i let my bank know that i'm traveling to greece from march to april,3
roll the die!,31
will my card expire on a certain month,1
what's the number of calories in a coke,45
do i need to get any shots before i travel to liberia,7
what's the funnest thing for a tourist to do in iceland,44
i need to know how to do direct deposit with my paycheck at nations bank,41
should i get any vaccines before going over to the uk,7
how good are the ratings for chez panisse,25
how can i rollover my 401k at my new job,34
would it be okay to change your name to daphne,16
exactly right,42
check my reminders for mop and floor,15
what are some tourist sites to see in ann arbor,44
"i'm going to south africa, so should i get some vaccinations or anything",7
has my request for vacation days been signed by my supervisor yet,11
i think it's true,42
what are the benefits i get for my health,2
so how many days did i take off sir,18
how are the fried chicken at zippys,25
what is my pnc account routing number,32
10-4,42
coin flip,10
i need you to send ten dollars from bank of america to capital one,28
show me a hotel that has good reviews in kansas city,48
i need to know my b of a interest rate,19
what kind of mileage does this car get,37
no that is not right,5
flip a coin for me and i call heads,10
i nee to know how to transfer my 401k,34
what can i do in nashville,44
when do i pay the utilities,8
tell me how low the air in my tires are,36
what are some touristy things to do in boston,44
what is the procedure to jump start a car,27
what name should i use for you,6
what is my old navy card's rewards balance,23
that is incorrect,5
i would like to hear something funny,29
is the request for vacation i filed with my manager at intel approved yet,11
might i be able to apply for a new credit card,30
i must have you repeat that,43
read what i added to the reminder list,15
you will be called rose from now on,16
when do i have to pay my internet,8
i need a bed in brownsburg near walmart from apil 4th until the 5th,48
how do i jump start my vehicle,27
how much mpg does this car get in the city,37
my broken card won't work,46
i want a coin flipped,10
my card was declined at mcdonald's and i want to know why,13
is there a particular name i should call you,6
what are the comments on the donuts at tgi,25
how healthy is pecan pie,24
empty the contents of my to do list,12
i need to start a timer,47
book delta ticket madison to atlanta,4
i wanna transfer my 401k,34
will the amount in my chase bank account right now cover the cost of a new dryer,21
i'm travelling to boston soon and want to inform my bank,3
is my credit card expiration date approaching,1
have you seen my cellphone,49
what date is it,22
could you book me a hotel in afghanistan at the zoo for the 10th to the 15th,48
i must know the nutritional info for grapes,24
has my day off request been looked at yet,11
i must say no,5
what is the day,22
i do not know the answer to that,20
flip a two sided coin and tell me what it lands on,10
i could not buy food using my card when i was in vietnam,13
please help me figure out where my lost phone is,49
can you tell me the date today,22
can you set a timer for me,47
what do my health benefits consist of,2
the nutritional info for macaroni and cheese is what,24
tell my all my reminders,15
could you get me a delta flight from sioux falls to philadelphia for under $400,4
am i eligible for a new credit card,30
does my new bank card have any international transaction fees,38
absolutely correct,42
"no, that is a falsehood",5
what's the nutritional value for a pizza lunchable,24
what's the total of days i've taken for me time so far,18
can i have your name please,6
it may be either one,20
my credit card fell out of my back pocket and got flushed down the toilet,46
can i apply for a visa card,30
give me a joke about the topic of television,29
i don't need grocery shopping on my todo list anymore,12
how can i jump start my car if my battery is dead,27
could you say that again,43
are you working for another person or entity,26
i just changed jobs and need help with my 401k rollover,34
"for city driving, what's the car's mpg",37
i accidentally put my credit card in the shredder,46
transfer 1000 dollars from my first national bank to my bethpage federal credit union savings,28
"yes, that is true",42
will i need to renew my credit card soon,1
can you tell me today's date,22
im going to call you xander,16
i'm striving to find a 2-way flight from jfk to dtw for w to july 3,4
go ahead and roll those dice,31
where do i find the routing number for nfcu,32
can you check and tell me if my tires have enough air,36
when's the next phone bill,8
i don't know how to answer to that,20
how many miles will a gallon of gas take this car,37
i need to know the date it will be 4 days from now,22
any news for me regarding my day off request,11
do i need to get any shots before i travel to zimbabwe,7
do i need to get any shots to travel to mexico,7
until next time,0
i do not think that is proper,5
when will it be in 10 days,22
please tell me my car's tire pressure,36
look up when our next day off will be,35
i want to know how to go about getting a new credit card,30
i'll be travelling to russia from april 1 through april 20 and need my financial institute apprised of it,3
can you tell me what caused my card to get declined at starbucks this morning,13
are there any transaction fees associated with my navy federal card if i am in germany,38
i just got this new job but i need help with my 401k rollover,34
how can i jump start my car,27
what's the best place to just get away from it all,44
do you think i can sub honey for sugar,40
can you tell me the name of the insurance plan i'm a member of,2
good bye then,0
i have to say goodbye,0
when do i get paid for my work,9
i need a rental car,33
what are some suggestions for places to travel,44
let me know how low the air in my tires are,36
can you tell me my checking account balance,21
how do i direct deposit my check,41
i wanted to remember what again,15
is there a name that you preferred to be called by,6
i'm not sure which one because it could be either of them,20
i want to travel to new york and i would like to rent a car,33
no thanks,5
find auto store that tests dead car batteries for free,27
are you employed by someone else,26
who should i talk to about the fact that i inadvertently split my card almost in half,46
i must get a hotel in phoenix near chase field from january 4th to the 8th,48
what is the mpg of this car,37
set a seven minute timer,47
what the mpg,37
find my cellphone,49
inform my bank that i'll be going to europe,3
yes that's it,42
flip a coin if you will,10
"are there any interesting things to do in atlanta, georgia",44
what is on my reminder list,15
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,4
please tell me what the date is tomorrow,22
what transactions happened in the last week,39
what mpg does this car get in the city,37
what are the transaction fees associated with my discover card if i am in rome,38
when will my next paycheck be coming,9
what is the process i need to follow to get a new credit card,30
will you create a timer for me,47
how do i change the name you came with to something else,16
what is the date i get paid,9
is it ok to use ketchup instead of mustard,40
transfer two hundred dollars between my portfolio and my money market account,28
i'd like you to tell me a joke,29
i'm glad i got to talk to you,0
help me apply for an american express card,30
im going to be in paraguay from january 7th until january 10th,3
alert me in 20 minutes,47
why wouldn't nordstrom accept my card,13
i would like nutrition facts for spaghetti carbonara,24
i need a timer to be set,47
"no, that information is wrong",5
send money from one account to another,28
i would like to know my car's tire pressure,36
come again with that,43
what's the date 32 days from now,22
let me know my ally interest rate,19
who are you currently working for,26
teach me how to jump start my car,27
it could be one or the other,20
"show me some options for new credit cards that i can apply for, please",30
go ahead and roll that 9 sided dice,31
look for a flight out of la to chicago on march 3rd for under $500,4
say it one more time,43
the bank needs to know that i am traveling soon,3
what date will it be 5 days from now,22
how long until my mastercard expires,1
that's not right it's false,5
are there any mandatory shots that i must get before my trip to jamaica,7
can you roll a die for me,31
does my american express card have any international transaction fees,38
what's my current bank savings,21
please include feeding the fish on my to do list,12
what did you ask again,43
when was i paid the last time,9
tell me what i have in my money market account,21
move 100 dollars from checking to savings,28
what is my next payday,9
can you me what they call you,6
how is the traffic near lexington,14
im sorry can you repeat yourself,43
tell me what the date will be in 5 days,22
what is the day off request status please,11
i'll talk to you later ai,0
10 minutes is the setting for the timer,47
please roll a die now,31
whats the safest way to jump start a car,27
what is the amount of pto have i use,18
will my debit card go bad any time soon,1
where do i find the routing number for chase,32
can you do some research about the best places to travel,44
go through my reminder list with me please,15
tell me something funny about animals,29
what is now on my reminder list,15
to my domestic task list please add paint kitchen,12
is the expressway slow this morning,14
lets set a timer for me,47
when is the next day off,35
what are some fun things to do in sweden,44
that is true,42
please take shoveling the car off my todo list,12
can you tell me the traffic situation from philadelphia to the new jersey turnpike,14
are my vaccines up to date for going there,7
i have no knowledge about it,20
my card is damaged,46
erase the items on my to do list,12
"x has given me an interest rate, what is it",19
"""i'm fly out from lax to phl this weekend for around $120",4
hows the city mpg of this car,37
"please, no",5
are there any travel alerts for antarctica,17
guide me through jump starting a car,27
i would like you to roll a dice,31
i need to know who is your boss,26
what amount of pto have i taken,18
send 2000 dollars between chase and rabobank accounts,28
do you know of any well reviewed hotels in chicago,48
"yes, that is accurate",42
count down 10 minutes,47
set a timer,47
i need a flight from denver international to new york for under 700 on the 3rd,4
what withdrawals were there on my account yesterday,39
can you please locate my phone,49
show me the expiration date for my visa card,1
no is the answer,5
do i need to protect myself with some shots for a trip to vietnam,7
where else do you work,26
ok good chatting goodbye,0
i need a flight booked from dallas to miami on american airlines,4
any new info on my vacation,11
please go through my reminder list and tell me what's on it,15
ill see you around,0
direct deposit instructions,41
when will i get the next holiday with pay,35
i wish to know why my card was declined yesterday,13
let me swap salt for baking soda,40
"thanks for your help, goodbye!",0
which day is pay day,9
"heads, coin flip",10
what is the interest rate on my money market account,19
i need to get a flight out of tampa to chicago in a month for under $123,4
can i switch in almond butter for peanut butter,40
what is my checking account balance at chase,21
the answer to that is a resounding yes,42
i was in thailand trying to buy candies and my card got declined,13
what is the remainder of my starbucks rewards balance,23
what's the current tire pressure of my tires,36
i want to know the nutrition facts for pizza,24
have my tires got adequate amounts of air in them,36
add to my list of things to do: wash the dog,12
can i substitute eggs for milk in a recipe,40
i have to know what the traffic typically like at 3:30 on the route to phoenix,14
what travel alerts are there in china,17
tell me the mpg of this car,37
find out for me when the next holiday will be,35
how many paypal transactions did i have last week,39
what are the fees for using my card in toronto,38
what's the nutritional info for chicken breast,24
what day is the bill due,8
could i rent a car in seattle from next monday to thursday please,33
see ya,0
what kind of miles per gallon do i get while driving through a city,37
how many transaction fees are there when i use my discover card in rome,38
i need to know when my electricity bill is due,8
make sure i get a delta flight from pittsburgh to arizona,4
how do you jump a car,27
do a websearch for direct deposit set up,41
is it safe for people to travel to pakistan,17
can i substitute lemon juice for vinegar,40
do you know when i'll receive my next paycheck,9
when can i expect to be paid,9
pull up instructions on how to jump start a car,27
mpg of this car,37
can you pull up how many points i've earned with travel card,23
what kind of pto do i have left,18
i would love to hear a joke about the dmv,29
name some tourist things to do in chicago,44
can you walk me through setting up direct deposit,41
"up to this point, how much of my pto have i used",18
how do i fix a dead car battery,27
can you do a coin flip for me ai,10
tell me some things to do in phoenix,44
how healthy is salad,24
what is the expiration month and year on my credit car,1
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,4
when should another paycheck arrive,9
i'd like to roll over my 401k,34
will you make sure that mopping is on my to do list,12
what can i address you,6
please transfer $x from checking to saving,28
how many days until my amex card reaches it expiration date,1
is there any traffic congestion on my way to the closest whole foods,14
help me jump start my car,27
when will my vacation time be confirmed,11
give me the date,22
read some of the reviews for wing stop,25
what sort of jokes do you know,29
due to getting a new job i need assistance with my 401k rollover,34
is the air pressure in my tires low,36
if i use my card in mexico do i get an extra fee,38
how can i get a new credit card,30
i'm driving from la to denver and need my bank notified,3
what is the city mpg for this car,37
correct,42
thanks bye bye!,0
i will rollover my 401k,34
how do i redirect my 401k,34
tell me what today's date is,22
tell me your funniest joke,29
what date is it tomorrow,22
i'm leaving for montreal tomorrow and need to let my bank know,3
give me some recommendations of good tourist attractions in montreal,44
is there a charge to use my card in croatia,38
i need to know when my next day off is,35
what reminders did i have,15
does buffalo wild wings have good reviews,25
"yes, that is actually true",42
my insurance benefits are what,2
i need to know when's the next holiday,35
how are the tires on air pressure,36
i have how many points on my amex right now,23
add mop bathroom to my to do list,12
"can you give me a traffic update for driving routes nearest ocean city, new jersey from philadelphia",14
not that one,5
can you tell me the date,22
does the country have a travel alert,17
list my reminders,15
can i check my gold rewards card online,23
show me all gas purchases within the last month,39
flip a coin and tell me if its heads or tails,10
provide me the routing number for my fed account,32
how healthy is tacos,24
my credit card snapped in half while i was fiddling with it,46
i want to book a hotel in tampa from may 2 to may 4,48
read off to me the last five transactions i've made,39
is there enough air in my tires,36
you need to set the timer for me,47
i want to check on my vacation request,11
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,46
i think that's true,42
can you book me a place to stay in denver from wednesday to friday,48
can you check on a transaction for me,39
i'm outta here!,0
tell me when two minutes are up,47
what are my reminders,15
i need help to set up direct deposit,41
i want my checking balance at chase,21
you must tell me your name,6
what is the month that my card is set to expire in,1
"instead of pepper, can i use salt",40
create a reservation novemeber 11 to 15 in cali,48
i need to know is traveling to france safe,17
state your name,6
tell me my bank of america routing number,32
can you sub half and half for heavy whipping cream,40
how many calories are in hamburgers,45
whats included with my insurance,2
where can i find out why my card was recently declined at amazoncom,13
what's the balance in my bank accounts,21
nuke all items on my todo list,12
that is so false,5
that's a yes,42
tell me the expiry month of my card,1
what is the gas mileage on a ford falcon,37
ai find my phone,49
repeat what you just told me,43
show me instructions on how to jump start my car,27
is the air pressure on my tires low,36
"my car needs to be jump started, guide me through it",27
when can i expect my next day off,35
i need a flight on delta from los angeles to seattle,4
look up whether my 401k may be rolled over,34
tell me the date today,22
what is the last transaction on my visa card,39
what can i refer to you by,6
my answer to your question is yes,42
can you roll a ten sided die and tell me the number,31
what is the interest rate on my bank of america cd account,19
i can confirm it is affirmative,42
please find out the status of my vacation request,11
i need to rent a car in boston,33
what's the expected calorie load of a peanut butter and jelly sandwich,45
which day will it be five days from now,22
"go ahead and flip that coin, i choose heads",10
can you tell me what the next day is,22
repeat that for me please,43
are there any travel bulletins about haiti,17
find the nutrition info for whole milk for me,24
tell me how long until the next day off,35
how good are the ratings for outback steakhouse,25
how do you go about jump starting a car battery,27
false for sure,5
how many calories are in apples,45
how is dim sum at legend,25
i want to find a new credit card to sign up for,30
do i have enough in my wells fargo account to get some nike's,21
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",33
what date will it be 6 days from now,22
how do i find when my electric bill is due,8
where can i find my credit card's expiration date,1
no way!,5
what's the procedure to get direct deposit for my paycheck,41
do i need to get any shots before visiting family in seattle,7
what is the best rated hotel in evans,48
flip the coin,10
is crushed garlic the same as powdered garlic for a spaghetti sauce,40
could you find out if my bank charges transaction fees on my american card if use internationally,38
when is the date of expiration for my first bank card,1
i need to know how long until my next vacation day,35
what are the most popular attractions in gatlinburg,44
so far how many days have i taken off,18
can you tell me how to jump a car,27
i wanna know something funny,29
i need to know the date my next paycheck will be here,9
can you please add take out recycling on my list of chores to complete,12
can i travel to france as far as safety goes,17
"ai, what should i call you",6
would you say it again please,43
transfer 200 dollars from paypal to savings,28
how long before my lawn guy bill's due,8
can you explain why my card was declined,13
is honey a good sugar substitute,40
i couldn't say,20
how do i check my rewards for my maurices card,23
"flip that coin please, i choose heads",10
has my vacation been ok'd,11
i didn't hear you please repeat,43
what's the traffic typically like at 3:30 on the route to phoenix,14
put clean stovetop on my list of reminders,12
"call my phone, i can't find it",49
could you roll over my 401k for me,34
where do i go to view the interest rate on my brighton account,19
"do i need some shots, if i am traveling to china",7
what kinds of fun things are there in boston for tourists,44
how many calories are in an apple,45
book me a hotel in jacksonville near the stadium from january 1st to 3rd,48
what might i need to do to direct deposit my paycheck,41
make me giggle,29
please check if i can do a car rental from charlotte douglas airport from monday to wednesday,33
please transfer 100 dollars between my amazon payments and savings accounts,28
who or what association do you work for,26
that is most definitely false,5
"ai, would you kindly roll the dice",31
"when asked who you work for, what would you say",26
has anyone approved my day off request,11
add schedule appraiser to my to do list,12
can you help me find my cell,49
i want to set a timer,47
"no, that is wrong",5
do you have a name that i can call you,6
what is the expiration month of my card,1
find the nutrition info for bell peppers for me,24
calorie content of dr pepper,45
list the steps for applying for an american express card,30
when is my paycheck arriving,9
what name should i refer to you as,6
how do i know when to pay my gas bill,8
when is next month's cable bill due,8
what's the healthcare plan i'm on,2
can you help me pick some fun things to do in london during my trip,44
flip a coin and tell me if it's heads,10
don't you work for someone else,26
where can i locate the pnc account's interest rate,19
please let me know how many days i've taken off,18
can i use mayo instead of miracle whip,40
"i need a place in pittsburgh to stay from monday to friday, can you help",48
give me the reviews for chipotle,25
i need 200 dollars transferred from my long island savings account to my chase checking,28
book me a hotel room in memphis for 3 people from 3/6 until 3/10,48
what's the name you like to be called,6
i need you to flip a coin,10
i wonder why my card got declined yesterday,13
"ai, what can i call you",6
"i don't have sour cream, can i use yogurt instead",40
please check to see if my vacation has been approved,11
can you tell me if my credit card expires in the near future,1
i'm searching for a 2-way flight from yqg to heathrow for w to memorial day,4
"say that i am in tulsa, will i be charged even more if i use my card",38
how does one set up direct deposit to my bank account,41
is it safe to go to north korea,17
i wanna swap salt for baking soda,40
please read my reminder list,15
i'd like to hear a joke,29
how many hours of pto have i used,18
flip a coin one time,10
i'm going out of the country and need to notify my bank,3
tell me a joke about the topic of mice,29
what is my points total for my mastercard,23
find for me a hotel with great reviews in ho chi minh,48
i want help to transfer my 401k,34
can you get me any recommendations for the place i'm traveling to,44
"i am glad we got to talk again, see you soon",0
is my card set to expire soon,1
what's the best restaurant in arizona for pizza,44
that isn't right,5
"it was lovely to speak with you, bye bye",0
tell the bank i'm traveling between denver and la,3
"in one cookie, how many calories would i find",45
i couldn't say either could be possible,20
"now that i have a new job, i need getting my 401k rolled over",34
what's my bank of america account getting in interest,19
throw the dice,31
i need to apply for a visa card,30
cant say,20
i want to rent a car in boise from april 12-15,33
reminders of my list is what,15
what is your boss's name,26
rolling over my 401k help,34
did i tell you to remind me about laundry,15
i need any relevant travel alerts for australia,17
i need to know nfcu's routing number,32
what's the facts about nutrients in rice milk,24
it might go either way,20
does olive garden have good reviews,25
grapes have what kind of nutritional facts,24
that's incorrect!,5
that's not correct,5
should i be worried about any travel alerts for that country,17
how many points do i have on my mastercard,23
look for my phone with me,49
i am not able to say,20
can i fly from atlanta to san francisco for less than 100 dollars,4
do you have a preference regarding what i should call you,6
what's the expiry month of my card,1
tell me the calorie content of frosted flakes,45
are french fries health or not,24
please transfer half of my funds to an alternate account,28
how many calories on average are in a hot dog,45
"does my card have an expiration date and if so, what is it",1
what's the day of the week,22
give me a 10 minute timer,47
could you teach me how to jump start a car,27
i want to a book a roundtrip flight from san antonio to dtw departing on friday and returning on wednesday,4
what's the nutritional info for french fries,24
where should i report a damaged card,46
please read my reminders,15
am i your supervisor,26
how do applications for discover cards work,30
tell me how to set up direct deposit for my paycheck,41
i'd like to transfer $400 from household to savings account,28
is there much traffic between here and work right now,14
how much highway mpg does it get,37
i think it is false,5
suggest some things for me to do while i am in los angeles,44
book a flight from sacremento to tampa two weeks from now and returning a month after,4
does a travel alert exist for that country,17
can you please the timer,47
how come my card was declined at rosses,13
heads or tails please,10
who is your boss by the way,26
what's my pnc balance,21
show me how to apply for a visa card,30
give me my reminders,15
what is the calorie count of an apple,45
compare prices for flights from recife to miami leaving may 20 returning june 5,4
list me my recent transaction,39
a rental car needs to be booked in nashville,33
"can you add a trip to the post office to my to do list, please",12
tell me the month that my card will expire in,1
what is the traffic like at the closest safeway grocery store,14
how safe is visiting canada this week,17
your boss is,26
repeat please,43
"i creased my card today, contact the bank",46
i jot got hired and need help with my retirement account,34
what's the date of the next closest holiday,35
what is my car's gas mileage,37
i need to find a rental car since i'm travelling to new york tomorrow,33
whats your name by the way,6
are there any transaction fees associated with my amex card if i am in the uk,38
for what person do you work,26
how much pressure is in my car's tire,36
how much interest am i getting on my savings,19
it's definitely a maybe for that,20
gauge the tire pressure,36
can you tell me what's the car's tire pressure,36
where do i find my gold card rewards,23
what's the balance of my savings,21
i need to know status of my day off request,11
what were those things i wanted to remember,15
does ireland have any travel alerts i should be aware of,17
can you give me some suggestions to go site seeing when i get there,44
i'm travelling to boston on march 2 until march 4 please make a hotel reservation for me,48
"""i'll leave to lax and go to phl for $120 on nov 5th",4
retrieve my current mpg on my car,37
i have to say affirmative on that one,42
help me find my phone,49
"when is the upcoming holiday, please",35
what are the reviews like for black bear dinner,25
give me the nutritional information for mashed potatoes,24
how many days so far have i taken off,18
average mpg,37
what are the details on my health care plan,2
i don't remember where my phone is,49
what vaccinations do i needs to travel to paris,7
is there a travel alert for canada,17
"from now on, your name will be buttercup",16
i need to know how many days so far i've taken off,18
i can't seem to find my phone,49
i need to rent a car for may 11thto may 13th in chicago and i'd like a coupe,33
i was at target trying to buy candles and my card got declined,13
when is too late to pay my cable bill,8
can you please tell me my card's expiration month,1
do you know the expiration date that is on my visa card,1
do i need shots to go to thailand,7
please put washing the dishes on my list of tasks to accomplish,12
is it possible to rollover my 401k,34
what's the miles per gallon on this car,37
how much money is left in my bank accounts,21
that checks out,42
x will be your name,16
tell me the current balance of my bank accounts,21
who you work for,26
are my tires under-inflated,36
travel alert in cuba,17
tell me the expiry date of my credit card,1
tell me my car's fuel economy,37
i want to know where to visit in bangkok,44
how do i start my car battery,27
tell me how to rollover my 401k,34
you work for what company or person exactly,26
what is the traffic like,14
how good are the ratings for applebees,25
the bank should know i am going to asia soon,3
will you roll a 2 sided dice,31
how many days until my next payday,9
what are the steps to direct deposit my check,41
can i swap applesauce for oil,40
tell me a blonde joke,29
can i get the routing number for my boa account,32
how much money have i spent on restaurants,39
on what date did i get paid last,9
the next holiday is when,35
deposit ten bucks from my chase account to my ally account,28
what was the issue with my card yesterday,13
can you make a reservation in tampa from may 2 to may 4,48
who would you say that you are employed by,26
may i get all of the food transactions that were made last month,39
it was nice to speak with you,0
can you find my lost phone,49
what if you want a new credit card,30
"my car battery died, what should i do",27
before i embark on a trip to europe should i get more shots,7
yeah,42
please tell my bank that i will be traveling abroad,3
i want to know the status of my day off request,11
can you please sat it one more time,43
transfer my 401k please,34
how is gramercy tavern rated,25
"hey, have you approved my vacation time yet",11
will it be okay if i use water instead of milk,40
what's my reward balance on my amex card,23
why my card stop working,13
please alert my bank i'm going to be in the caymans from may 1st to june 2nd,3
"how many sick, personal, and vacation days have i billed so far this year",18
how much dough do i have in my bank accounts,21
will you summarize my health benefits,2
when will my next paycheck come,9
let my bank know i actually am visiting brazil,3
"my card is cracked, please tell the card company",46
is it safe to travel to rio de janeiro (is rio de janeiro safe),17
let me see the reminder list please,15
start a timer for 10 minutes,47
i want to know when to expect my next paycheck,9
do i need to get any shots before travelling to australia,7
do you have any information on how to open a new credit card,30
on the way to work is there traffic,14
how are the reviews for tacos at the buffet,25
no good,5
can you help me figure out how to rollover my 401k,34
can you tell me what today's date is,22
when was i paid most recently,9
let my bank know that i am going to tokyo,3
get a 3 minute timer,47
tell me a funny joke about men,29
good seeing you,0
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,48
i want to know the expiry month of my card,1
i'm not sure of that,20
what sort of things do people do in new york,44
what's my current health care plan,2
i want to change your name to emma,16
i need to know the status of my day off request,11
is my tire pressure good,36
either one might be,20
i don't have butter can i use oil,40
yes that is correct,42
please introduce yourself,6
are any shots recommended before going to kenya,7
inform my bank that i will be in rome from february 1 to march 1,3
can i use mayonnaise instead of miracle whip,40
how do i activate you,6
"what's my current interest rate, if you could look",19
please book me a place to stay in phoenix from the 5th to the 9th of march,48
timer 10 minutes,47
what date is the next day i get paid,9
tell me today's date,22
show me my transactions on clothes at macys,39
what is the exact due date for my mortgage payment,8
"i did not hear you, please repeat",43
i broke my card trying to do a magic trick,46
can you list all of my online transactions for the month of january,39
i need you to flip a coin so i can decide,10
can you tell me which vaccines i need to take before mexico,7
find the next holiday,35
are there any required shots in indonesia,7
can you set the timer to 20 minutes,47
when did i get paid the last time,9
find out why my card declined yesterday,13
give me the nutrition facts for chicken breast,24
i'm travelling to spain soon and want to inform my bank,3
hell if i know,20
can you give me a traffic update for a trip to the grocery store,14
how do i set up direct deposit for my old national account,41
please tell me what shots i am required to get to travel to india,7
how can i replace my car battery,27
looks up the calories in cheetos,45
on what day do i pay my car payment,8
how can i tell what the interest rate on my money market account is,19
is there a reminder for my aa meeting on my list,15
should i have my shots up to date before i travel to the virgin islands,7
"maybe one, maybe the other",20
how many personal days have i taken this month,18
i am going out of country and my bank needs to be notified,3
can you go by a different name,16
it was nice to converse with you,0
how many calories are in a cup of white rice,45
can i travel to south africa without getting a shot,7
help me get an american express card,30
do you have a name i can use,6
find something fun for me to do in dallas,44
what are reviews for ihop like,25
"um, i'm not actually sure",20
i was in thailand and i could not use my card to buy snacks,13
can you tell me the ai's name,6
what is today,22
will you flip a coin,10
remind me that time is up in sixty minutes,47
does macedonia have any travel alerts i should be aware of,17
how do i set up direct deposit to my bank of hawaii account,41
can 401ks be moved,34
can you tell me why my card got declined,13
i need to know tomorrow's date,22
how much paid time off have i taken,18
how many vacation days have i used up,18
look up the ratings for olive garden,25
let me know who is your boss,26
can i use flour instead of cornstarch to make gravy,40
i need some guidance when it comes to direct deposit,41
what is the day off request status if you could tell me,11
tell me when the next day off will be,35
send from my bbc money market to my t rowe price money market seven thousand dollars,28
i need to get a hotel in phoenix near chase field from january 4th to the 8th,48
how many vacation days have i spent in total,18
can you show me how to set up direct deposit for my paycheck to my first hawaiian bank account,41
"an atm ate my card, how do i report it",46
i've notified my bank that i'm in mexico from august 1 to august 5,3
how do my health benefits work,2
i need you to tell my what my routing number is for my first county account,32
would you look up roundtrip flights from dallas to houston for march 7 and march 10,4
please let me review all items on my mastercard from this billing period,39
can i call you dave,16
when does this place let us have a holiday next,35
when was my last payment,9
how many calories are in mashed potatoes,45
your name please,6
please set a 4 minute timer,47
i call tails for a coin flip you need to do right now,10
i'm going to start calling you alice,16
where do i rent a car in las vegas from november 16th to december 16th,33
does pnc have a routing number,32
i need to rent a car in chicago but don't know how,33
i would like help moving money between accounts,28
how do i jump start my car,27
please tell me everything on my list of reminders,15
"great talk, take it easy",0
tell me a funny joke,29
can you help me with rolling over my 401k,34
"in aiken, get me a rental for may 12 to may 16",33
i don't have that information,20
alert my bank and let them know that i'm travelling to china,3
what's the date,22
"sorry, i didn't catch that could you say it again",43
how do i inform my bank i'm going to paris,3
where the bleep did i put my bleeping phone,49
who do yo work for,26
absolutely!,42
what kind of interest am i getting from my bank of america checking,19
show me my ten most recent transactions on account xyz,39
how much longer till the next day off,35
is mop the floor already in my reminders,15
will this recipe still be good if i use milk instead of eggs,40
when does the current billing cycle end,8
can you let me know what health plan i'm on,2
i need to know my interest rate,19
please locate my phone,49
i did not hear you,43
flip a normal coin,10
please look up my card's expiration date,1
i want your name to be samantha now,16
i need to rent an suv in charlestown for the first week in june who do you suggest,33
how many points have i earned with my paypal credit card so far,23
can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,48
