content,label
I prefer Mastecard.,31
I've been waiting for a top up to come through for over an hour and I need the funds now.,68
How is the top-up card verified?,59
Please help revert my transaction from this morning.,28
My transfer to my account is missing.,50
I am still waiting for a transfer to show up,63
Any place that takes Mastercard would be fine.,7
Is there a reason my payments are pending?,54
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,1
What do I do to get a disposable virtual card?,61
"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",58
What exchange rate is it?,38
What is the process for activating my card and using it?,48
I need my card to be delivered fast,41
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,71
I moved.  I need to update my details.,35
When my card expires what happens to my account?,18
I am worried that too much time has gone by for a transfer to be completed.,0
My card payment has not been withdrawn from my account,34
Problems with top up,24
How long until the transfer is reflected on my account balance?,16
Is my card ready for use or does it need activated and if so how?,48
WHERE IS MY MONEY I WAS USING MY CARD AND IT DISAPPEARED,65
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,29
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",52
"I've just moved address from a place in Durham to a place in Walton-On-The-Naze.  I have a new landlord at my new house and they haven't got my payment but I know I sent it on time, can you check they got it please?",0
I see a fee that I think was charged because I paid by card.,17
What should I do if I see a withdrawal is pending?,46
what is this fee for transfering,23
Did I not get my refund? I don't see it.,58
"phone is gone, what should i do",27
I want to change my address.,35
Is there a disposable virtual card?,61
How do I perform identity checks?,47
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,34
I tired but an unable to activate my card.,48
Should my top up still be pending?,68
I have an unknown direct debit payment on my account,13
Where is the money I put in the bank?,11
How can my friend give me money?,53
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,63
How do I discontinue my account?,25
Are there downsides to using a disposable virtual cards?,21
Is currency exchange possible?,44
My account was charged a debit payment I don't recognize.,13
Why was my transfer charged a fee?,23
Can I get more cards just incase?,8
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,46
How can I the person see my money transaction?,0
I have a pending payment from stuff I bought this morning.,54
I couldn't get money from the ATM,62
How long will it take for the money to reach my account?,16
I asked for 100 but only got 20.,9
I have a payment which has not been approved.,54
Why am I charged a fee for withdrawing cash?,49
What kind of cards are supported?  What currency?,39
There is a payment in the app that I did not approve,76
What does it mean when a payment is pending?,54
My card appears to be broken how can I fix it?,72
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",23
I saw there is a cash withdrawal from my account via the app which I did not complete.,12
How do you fix  my card payment?,67
What do I do if my card gets broken?,72
I want to top up by card,65
What is the purpose for verifying my identity?,10
"My American express is experiencing a problem with apple play with top up, can you fix it?",64
"Help!  I fear that my card was stolen,",30
How does a transfer work?,40
The balance has not been updated.,50
Will you charge for a physical card?,57
My card is missing.,30
"I only made one transaction at this place, but it's appearing multiple times.",71
I don't think I made this transaction on my statement,76
Is there a limit to auto top?,22
Where should I look for my PIN number at?,6
I used an ATM and wanted to know why I was charged an extra fee.,49
How do I deal with a blocked PIN?,15
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,76
How can I check the source for my funds?,32
"I made a mistake and did a transaction to a wrong account, can I cancel?",28
i cannot get virtual card to work,75
What do I need to do to change the address on my account?,35
I would like to know where my source of funds came from.,32
I need to change my account details,35
The transfer that I was trying to complete was declined. What was the cause?,56
Is there an age minimum?,2
I think there has been a purchase made that wasn't by me.,76
Where does the exchange rate stand right now?,38
I think my account has been hacked there are charges on there I don't recognize.,19
Is there a reason my cash withdrawal was declined?,62
Why was there a fee for my cash withdrawal?,49
How can I Use thereto-top option?,22
I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,19
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",17
My statement is showing I was Charged a dollar and I am not sure why.,29
"My phone is lost I don't want someone to use my account, what can I do?",27
Is there a location where I can change my PIN?,33
What is the purpose of the extra fee that is showing up on my statement?,29
I am not in the UK can i get a card?,3
What credit cards do you carry,31
What is the fastest that I can make a transfer?,16
I need to cancel a transaction.,28
I  do not see a top-up processed.,68
I would like to know any restrictions for the disposable cards.,21
What are my payment options for topping off my account?,43
What is the best way to get my virtual card?,45
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",23
The ATM is messed up. It gave me less than I wanted.,9
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",20
Why did my transfer not go through?,20
The top-up did not go through.,24
What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,50
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,20
I received my card but not my PIN.,6
how do I speed up identity verification?,10
How can I add money to my account from another account I have?,40
I made a transfer and they haven't received the money I sent them.,0
How do I top up using my card?,65
They used the wrong rate when I made a purchase with foreign currency.,1
How are cash withdrawals pending?,46
I checked my account today and saw that I was charged an extra pound that I did not spend.,29
"My payment was put back, I think.",34
Why hasn't my transfer been made?,20
In what places can I use my card?,7
There is a cash withdrawal in my account that isn't mine.,12
Is there an issue with my card payment as it has not gone through.,67
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",17
i need to add express delivery if that's an option,41
Where can I find the verification code on a top-up card?,59
ATM still has my card,4
I broke my card,72
How do I modify my account details?,35
Can I reset the passcode?,26
I did not get as much cash as I requested at the ATM.,9
I got less cash than the one I specified in the ATM,9
I looked on the app and it says I withdrew cash.  I didn't!,12
Is it possible to order a card?,57
Why did I only get $20 now the full amount I wanted?,9
I didn't initiate a direct debit that I see on my account,13
Can I make sure my card is delivered on a specific day?,41
I transferred some money but I think it has gotten lost somewhere.,50
How can I transfer funds from my bank to my top up account?,40
There is a single payment on my card which shows as pending.,54
Tell me what I need to do to activate my card.,48
How often can I top up my account?,69
Can you tell me why my transfer is failing and help resolve?,20
"I had a problem with my card payment, can you help?",67
Was my top up reversed?,5
I would like to delete my account. I'm not happy with the service you're providing,25
Why are my transfers getting declined?,56
My card payment was cancelled it seems.,34
I received less cash than the amount I specified in the ATM.,9
is it possible to cancel transactions?,28
Transfer isn't working?,20
What's the youngest I can be to open an account?,2
Card payment didn't go through.,67
"Do you hold money and if so, what currencies do you accept?",51
What's my pin number?,6
I have two of the same charges on my account!,71
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,76
Do you have a tracking number for the card I was sent?,66
Do you have a problem with EUR exchanges?,51
Can I use your app to exchange between USD and GBP,44
Someone may have made an error in figuring out the rate of exchange.  I should have received more cash than I did on my most recent withdrawal.,55
What is this €1 charge?,29
I need help- I got mugged yesterday and they took everything so I can't use the app.,27
I seem to be having trouble with my Google Pay Top. Can you please help?,64
A payment in my account was made by someone I don't know,76
"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",5
The exchange rate I was charged for a purchase was not right.,1
How do I order a card?,57
Why didn't my balance change after I transferred some money?,50
locations to withdraw money,14
Is there a limit to the number of disposable cards per day?,21
My statement shows an extra fee - what is it?,29
What does it cost to receive a SEPA transfer?,36
Was charged an ATM fee despite it being a small withdrawal on the 1st day of the month. I thought I was allowed 200 per month?,49
If I have a physical card can I link it?,52
Is there any way to Auto top-up?,22
Is there a way to order a virtual card on the website?,45
I refilled my account balance but got an error message.,5
Can you tell me the status of my new card?,30
I don't have a virtual card - how do I get one?,45
Are there certain ATMs that I can use this card at?,14
I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once.,56
What do you demand for identity verification?,47
I've transferred money before without issue but now I am encountering an error stating that it isn't possible. Why is that?,74
Is GBP a supported currency?,53
How do I interconvert between AUD and GBP?,44
"I made a mistake on the last transfer I made, who must I speak with to cancel?",28
Can i choose a specific delivery date?,41
I was trying to use my virtual card at a merchant and it was rejected. How can I fix this?,75
I need to add my new address now that I've moved.,35
My card stopped working,72
Help my activate my card.,48
Can I top up using my cheque?,43
How do I verify my identity?,47
It appears my top-up has not gone through.,68
Are you available in my country?,3
Atm took my card,4
I don't recognize the direct debit payment on my account.,13
I used my card and there was a fee,17
Can I use a bank transfer to refill my account?,40
I couldn't pay with my card,67
help me obtain a virtual card,45
What can I use my card to pay for?,7
What's the earliest time to receive my card?,41
There is an odd payment in my statement,76
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",30
what is going on with my cash withdrawal? the exchange rate is wrong,55
Can I transfer money to my account with the app?,40
Can i have a second physical card for this account?,8
Why am I being charged a fee on a card payment?,17
I deposited a check a few days ago and it's still not gone in! Please help me with this,11
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,20
I didn't receive the correct exchange rate for an item that I bought.,1
I need money put into this account from another one.,40
Will I be charged if someone needs to send me money?,36
What is the youngest age in order to have an account?,2
How would I go about getting a second card?,8
I see cash in my app but I did not get it.,12
I need to cancel a payment. Something i purchased a while ago still has not arrived and i'm not going to pay them if they won't send me what I purchased.,37
Can you please tell me why my transfer failed?,20
"My Bank is in Europe, how long will the transfer take?",16
Why did my exchange rate change?,55
Do you support all countries?,3
What is the maximum I can top up?,69
How do I activate and link my new card?,52
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,1
tell me why I was charged more with my card?,17
I don't know what to do. Should I transfer funds. My account is out of money.,40
Where is my transfer from [country]?,50
What happens if I forget my PIN?,15
I did not get all the cash at ATM.,9
I was wondering if international transfers take longer than normal because I made a transfer from France a couple of days ago and nothing has happened yet?,50
My ecchange rate was wrong for a cash transaction.,55
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",9
I need help changing my last name on my account.,35
My top-up has been reverted and I would like to know why.,5
I haven't gotten my new card.,66
"I tried to make a top-up and it was canceled, why is that?",5
I tried entering my passcode and it isn't working. Can you help?,26
My card stopped working when I use it,72
What are the top up charges for all US cards?,70
Do you know what the restriction of the disposable cards are?,21
"On a card payment, why is there a fee?",17
My refund isn't going fast enough.,58
"I notice a transaction a couple of weeks ago in my account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did?",13
Why is my transfer not showing,50
I bought something and I take issue with the exchange rate applied.,1
I changed my mind on something I purchased through you and I need the transaction canceled and a refund as soon as possible. Can you help me please?,37
What are the steps of verifying an identity?,47
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",17
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,55
I need to make a transfer but it keeps getting declined I need Help!,56
"I think I was charged twice, please help!",71
Are there going to be fees from adding money with an international card?,70
"If I don't live in the UK, can I get a card?",3
What can I expect at card expiration?,18
Please tell me about disposable cards.,61
How much extra will I be charged for exchanging foreign currency?,73
Someone used my card without my permission.,19
The transfer to my account was not allowed.,74
Are there virtual cards,45
I made a transfer a few hours ago from a UK banking account.  I do not yet see the transfer.  Please check on this for me.,50
I must verify the source of my funds,32
I believe that my transfer hasn't gone through.,20
I have made a recent check and cash deposit that isn't reflected in my balance.,11
"I need a new card to replace an expired one. Will it cost anything, and how soon?",18
Where do I change my PIN?,33
Someone must have found my card details as I don't recognize these transactions.,19
Can I exchange currency for different types?,44
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,46
The cash abroad exchange rate is applied wrong.,55
What type of deposits do you accept into my account?,43
Could you please tell me why my purchases from this morning say payment is pending?,54
I have a top-up that's still pending and wanted to know about it.,68
Something went wrong with my withdrawal. The amount of money isn't right.,9
my phone is gone,27
Why was I charged for payments? You didn't warn me about additional fees.,17
I need assistance with understanding which fiat currencies that you support.,51
My top-up is taking a while to process!,68
My account transfer was not cleared.,74
Can I use google pay to top up?,64
What is wrong with my top-up?,68
I was mugged and everything taken.  What do I do to protect my account?,27
How can I transfer money using my credit card?,65
Do you have EUR currency available for me?,51
is my pin the same as my passcode,6
Will you charge me more if I top up with an international card?,70
I have been trying to exchange this for crypto but the app won't work could you please help me?,74
Can I set automatic top ups?,22
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",5
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",46
Why is my balance the same?  I processed a transfer.,50
When will my deposit from this morning show up?,11
What countries are you currently in?,3
I would like to verify the source of my money,32
How is my money transferred to the account,40
What is this extra fee on my statement.,29
I bough an item and the exchange rate was incorrect.,1
Can you show me where to link the new card?,52
The app doesn't believe that I am myself,60
My card got charged twice for the same thing!,71
Will it be possible to change from USD to GBP with this App?,44
How come my disposable virtual card used to pay for a gym subscription got rejected?,75
How do I top up my card using your app? I'm new to this.,65
"Is there something wrong with my card payment? It's been pending a really, really long time.",54
The exchange rate is incorrect for my cash withdrawal transaction.,55
I exchanged cash when traveling and the rate was incorrect.,55
What should I do if I can't use my card?,72
cash from this morning has not deposited,11
I've changed my mind on an item.  How do I get a refund?,37
Why is the exchange rate wrong for my international withdrawal?,55
Can you tell me about the exchange fee?,73
How do I change my card PIN?,33
Why did I get declined during a transfer?,56
I bought something with my card and I was charged a fee,17
My top-up is taking a very long time to complete.,68
"I want to link to my card card with you, how?",52
What's the process for ID verification?,47
The cash withdrawal exchange rate is not correct.,55
Are their certain cash machines where I can change my pin?,33
The rate of exchange for my card payment is incorrect,1
Tell me why my card payment has been declined.,67
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,55
What kind of costs are involved for exchanging currency?,73
What can I expect if I use bank transfer to top up my account?,40
The cash I wanted wasn't there.,9
"Looks like my card payment was made two time by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",71
How do I initiated a bank transfer to top up?,40
"I finally got my new card and was very excited to use it today. However, my payment kept declining. What is happening?",67
What kind of currency can I hold money in?,51
A duplicated payment was made for something.,71
Why isn't my deposit in my account?,11
I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?,55
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",12
Verify top-up card help?,59
What do I need to do to verify my funds?,32
Why was I unable to do a transfer?,56
How long do I wait for a transfer to take?,63
do you accept from usa credit card?,39
Is there a reason why my account isn't updating because I used a check to  balance my account?,11
I have a cash withdrawal on my statement that I am unsure of.,12
I think there was an error in your exchange rate.,1
There is a payment I don't recognize,76
I have been charged twice for the same transaction.,71
is it possible to top-up with google pay.,64
Why is it required to verify my identity?,10
I need a disposable virtual card.,61
how long do money transfers take?,0
Can I use my American Express card with Apple Pay?,64
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",63
I have no idea why my card payment did not work.,67
I can't verify my identity.,60
"My card payment is just showing up as pending and it has been a while , what's going on with that, it should be going through at some point?",54
Which one are you?  Visa or Mastercard?,31
Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,68
What do I need to do to activate my new card?,48
What is the tracking number for my card that was mailed?,66
What does a pending transaction mean?,54
How can I check for an unsupported merchant for my transfer request?,56
I bought something and already paid for it but now I don't see it.,34
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,76
How long will it take to arrive?,41
I need to top up using a cheque,43
Why do I have a pending cash withdrawal?,46
"In my statement, I got a €1 extra fee.",29
Please tell me why I am having problems transferring to a beneficiary.,74
I didn't get my card back from the ATM.,4
How do I add a card to the app?,52
I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,18
I was contacted by a seller with a message that they never received my money. I am 100% sure it was taken from my account so I definitely need this sorted out soon.,34
Why didn't I receive the correct exchange rate for an item that I purchased?,1
What countries can I use my account in?,3
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,0
Why do I still have a pending cash withdrawal?,46
"Can you explain your refund policy, please?",37
I don't recognize the direct debit payment from the app.,13
Is there any discount for someone that exchanges currencies frequently?,73
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",24
I believe my exchange rate is incorrect,55
How can I cancel a transfer I made,28
The ATM didn't give me the full requested amount,9
"My bank card has expired, how can I get a new physical card?",18
"My card's expiring, what happens now?",18
My disposable virtual card isn't working.,75
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",63
My top-up has been cancelled.,5
I received my salary in GBP. How do I change this to my currency?,53
"If I want to topup by card, how do I do it?",39
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,9
How can I change USD to GBP?,44
Why hasn't arrived yet a transaction I did to my friend?,0
"I desperately need to change my PIN, but I'm overseas on vacation right now. How can I do this?",33
Does the PIN come under separate cover?,6
Do cash machines let me change my pin?,33
I cannot try my PIN anymore.,15
What is the reason my cash withdrawal is still pending?,46
Can I submit a check or cash payment?,43
I have transfered to my account before but it is being declined now?,56
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,17
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,5
Can I see where my money is being transferred from?,32
do i have to talk to someone to close an account or can i in the app,25
I think the bank made a mistake on the exchange rates,55
I would appreciate that someone let me know when there is an extra charge for payments. I was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before.,17
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,52
How can I get additional cards?,8
where do I request a disposable virtual card?,61
I'm wondering how long it takes for my money to get to me after a bank transfer.,50
Why do I see a random withdrawal in my app?,12
Why is my beneficiary not being allowed to get payment services?,74
can i get a description of how to use a disposable virtual card,61
What is the return policy?,37
I could not access my money at the ATM,62
I found my card. How can I put it into my app?,52
I want to exchange USD and GBP with the app,44
I'm still waiting for my transaction.,0
Tell me why my card payment was declined.,67
My card payment says pending and it hasn't changed,54
Why was I declined getting cash?,62
Where is the refund on my statement?,58
What locations can a card be delivered to?,57
Do I have to pay for exchanging currencies?,73
I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,68
My top is still pending.,68
I need to know what charges I will incur for using a European card for top up.,70
Why am I being charge a fee when using an ATM?,49
My balance was not updated with my checque or cash deposit.,11
"I thought I knew my password but I guess I was wrong, what can I do now?",26
Can I use my account if the identity verification is not complete?,10
What does a 'pending payment' mean?,54
I just replaced my phone but how do I use my card information?,27
Is there tracking info available?,66
How long should it take for a transfer to go through? I have been waiting a while.,0
"I've obtained the card, how do I enable it on the app?",52
Why hasn't the transaction I did arrive yet?,0
Why did using an ATM cause me to have an extra fee charged?,49
How do I accept exchanges to EU?,51
On what do you base your exchange rates?,38
"Hi. A couple hours ago I make a transfer from my UK bank account, but it hasn't shown up. Please, would you see what the delay is?",50
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,55
I attempted to get money in cash but it was refused!,62
What physical locations can I use cash to top up?,43
"I need to use a European card for a top up, what will the charge be?",70
"For some reason, I'm unable to transfer funds.",74
Do i have to wait to get the pin or can i set up a pin,6
"My transfer did not work, what was the reason?",20
Why has my top up been cancelled,5
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,1
"How long does the ""pending"" period of a transfer take?",63
How do I fix my card if it is broken?,72
When will the money be made available in my account?,16
Is it possible to top up with cash? If so how do I do it?,43
How many disposable cards can you own?,21
My card broke.,72
I see a cash withdrawal that I did not perform.,12
Can you convert to EUR?,51
Where can I pay with my debit or credit card?,7
What will I need to configure if my salary is in GBP?,53
I need to terminate my account immediately.,25
please help my transfer go through,20
There's a payment in the app I don't recognize.,76
How do I get my card active?,48
I live in the UK. Can I get a card?,3
I needed $100 but all it gave me was $20.,9
What's the deal with no cryptocurrency on your app?,74
I need to exchange a currency - can I do that here?,44
The app wouldn't accept my top up.,5
Do you know the rate of exchange?,38
Can you please refund my item?,37
I'm looking for the cash deposit top up option but can't find it. Can you help me?,43
Can you send me the actual card?,57
When will my transfer move from pending to confirmed?,63
I am looking to change my adress.,35
"I keep trying to make a payment, but it doesn't work.",67
What steps do I need to take to change my card PIN?,33
There are some charges that I don't recognize.  It happened days ago.  Can I get these charges back?  Should I cancel my card?,76
Why won't my passcode work?,26
Is there a reason I was charged an extra fee for using the ATM?,49
I think someone is using my card to make transactions I don't remember.,19
How can I prove who I am?,47
I think a payment I made with a card was cancelled.,34
Could you please activate my card,48
how do i get a virtual card for one time use,61
I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me?,12
There are some payments with my card that I don't know where they are coming from. Just checked today and it's been since a couple days as well! What to I do? Can I revert this retrospectively? My card needs to be frozen immediately as well!,76
Is the PIN separately delivered?,6
I requested $100 but only got $20,9
The app says that I got cash in an ATM and I didn't,12
I do I top up from my Apple Watch?,64
Where can I find my card PIN?,6
How do I get a visa card?,31
I can't use my virtual disposable card,75
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46
how do i change name?,35
Can I track history on funds?,32
I noticed an extra fee when I paid with my card.,17
My statement has a dollar I have been charged showing up on it.,29
At which locations can I order a card?,57
Where can I deposit cash to top up?,43
IM still waiting for my account to update from a cash deposit?,11
There's an error in regards to the exchange rate for an item I bought.,1
"I was charge a fee for my transfer, why?",23
"daughter needs card, how do i add her",8
I have forgotten my passcode to access my app,26
Does it cost money to top up?,70
How would I use a disposable card?,61
"How much is a cross currency exchange, and can I check to see if I have any discounts available?",73
"I need my PIN, where is it?",6
My beneficiary didn't receive my transfer,74
My transfer to a beneficiary was rejected.,74
I did a bank transfer and my balance isn't current.,50
I have a duplicate charge,71
Is a SWIFT transfer okay?,36
Are there any top-up limits involved?,69
Is it possible to get both Visa and Mastercard from you?,31
I'm having trouble with proving my identity.,60
Why did my cash deposit not show up?,11
What should I do since my card is trapped in the ATM?,4
why wont my american express work to add money,39
i noticed that the funds were returned to my bank account. What happened?,5
"I have received my American express in apple play, looks like top up has an issue, please help?",64
Google play top up help?,64
Why didn`t my topup go through?,24
I've tried using my card multiple times and it keeps getting declined.,67
I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.,23
I need a refund on an item I have not received.  Am I able to simply cancel the payment?  I don't know how to do this.,37
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,58
how do I find the code to verify the top up card?,59
My card expires very soon.  What is the cost and delivery time to get a new one?,18
I would like to get an account for my child.,2
The money would not transfer to a beneficiary.,74
My account has a weird withdrawal.,12
Does your app allow currency exchanges between USD and GBP?,44
I got some cash out of the ATM over the holiday and it seems that I've been grossly overcharged. I wouldn't have done that if I knew of these outrageous charges!,55
what is the virtual card,45
I think the exchange rate was incorrect.,55
What is the limit on Auto top?,22
Which fiat currencies do you currently support? Will this change in this future?,51
Do you have to be in the UK to get a card?,3
i need to top up by card.,65
How do I verify my new card?,48
The app reverted my top up,5
What if I need multiple disposable cards?,21
I do not have my pin yet,6
Do I get charged if i am getting money?,36
What countries have access to this service.,3
how to i go about getting my virtual card,45
I am not able to verify my id. Why?,60
I'm not sure why the card payment didn't work.,67
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,30
What is the minimum age?,2
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,9
Where is my missing cheque I deposited?,11
I lost the code and can not get into the app. Help!,26
What is the refund procedure?,37
I have questions about how to transfer money to my account.,40
How did the extra charge on my card come in effect?,17
What are the ATMs that will accept this card?,14
What's my limit for topping up?,69
"It says ""pending payment?"" Why is it saying this?",54
How do I go forth on holding money in multiple currencies?,51
Where's my card PIN?,6
Is there an allowance on cards?,17
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,29
Where can I get your exchange rates from?,38
My card is being used online to make a bunch of purchases! Someone else is using it fraudulently. Can you help me freeze it?,19
I'm really stuck. I don't know why but my card payment has not gone through.,67
Is a physical charge extra,57
"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",28
The exchange rates are?,38
"Hi, I had an issue with my card payment and It shows on my account that my payment went through. Then I got contacted from the seller saying ""they did not receive my payment"" then the payment was returned to my account. so I would like to see why it did that please.",34
I wondered if multiple currencies is okay?,51
I don't want to use this method to identify myself.,10
I thought I was going to receive more currency?,55
I noticed that i got charged extra for using the card.,17
is the a reason why my transfer has failed?,20
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,11
Who can top up my accounts?,65
Can I choose between Visa and Mastercard?,31
How to unblock my PIN?,15
Why was I charged for transferring money?,23
The withdrawal was declined I am unsure as to why this happened?,62
My disposable virtual card is broken.,75
Can I order a new card with the app?,18
Why can't a beneficiary receive a money transfer from me?,74
I didn't make this payment and it's on my app,76
I have lost my card! What is my next step?,30
Can you give me a virtual card?,45
What do I do if I have forgotten my passcode?,26
"Need a new card, mine is expiring.",18
"I already have one of your cards, how do I link them?",52
What happens if the ATM doesn't give me back my card?,4
Why did my top up not work?,24
Help! I think someone has made a cash withdrawal with my card!,12
How do I use the app to exchange currencies?,44
I need you to cancel a transfer that I made.  It is the wrong account number and the app won't let me stop the transaction.  Please stop it!,28
my card was not in the mail again can you advise?,41
I need a new PIN number.,15
"My phone was stolen, what do I do?",27
I still haven't gotten my new card.  When will it get here?,66
What does it mean when a cash withdrawal is pending?,46
"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",1
Why hasn't my return cleared my account?,58
When will money be available in my account?,16
What do I do if my top-up has not gone through?,68
Where do I get a disposable virtual card?,61
I was trying to purchase something at the store today and my card has been declined.  Why has this happened?,67
What are the top up fees for using an European bank card?,70
What should I do if my smart phone is lost or stolen?,27
What is the most that I can top-up to a card?,69
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,71
How do I get this damn virtual card to work?,75
How do I add my new card to the app?,52
Is there a way to obtain a virtual card?,45
Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,20
How do I transfer funds if I am paid in GBP?,53
I can see an extra 1£ charge on my app. Why did you charge me extra?,29
How long until my card will get here?,41
"How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there.",50
My card was taken from me,30
I am having trouble verifying my identity.,60
Are there any specific cash machines that I have to go to in order to change my PIN?,33
Why has my payment not gone through?,54
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",68
Which flat currencies can I use from you?,51
"I am not supposed to be charged a cash withdrawal fee, but I was.",49
What countries are getting support?,3
Can I get a Visa instead of a MasterCard?,31
How do I link the new card that I just got from you guys?,52
Why is my app showing me taking money that I did not take out?,12
I understand that this is extremely late. After going over my transactions for the last couple of months I noticed a large charge that I'm sure I did not make. Is there anyway I can still dispute this?,13
Is there an exchange rate?,38
Are you located in other countries?,3
Why is my identity verification process not working?,60
What do I do if I think my card was improperly used?,19
Why does my statement show a $1 charge on my account?,29
